temp,dataset_or_rollup,comparison,metric,n,delta_pct,ci_low,ci_high
0.5,Chat,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),148,9.827232071205593,5.658695509662381,14.207363926741001
0.5,Chat,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),148,30.575147509575483,25.246986107208368,36.29949076582193
0.5,Overall,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),422,9.88624340211346,8.210804091844848,11.612058500303268
0.5,Overall,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),422,5.177580047283636,3.073815993287665,7.2940462156837915
0.5,Overall,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),422,5.1876546076477625,3.0756002279947126,7.446619219900619
0.5,Overall,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),422,18.049666096717807,15.475535718475108,20.668661547366305
1.0,GSM8K,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,4.548660806455307,-0.2868586442761334,9.870231249689798
1.0,GSM8K,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,22.23901400712198,16.800347656191427,27.910237513080418
1.0,GSM8K,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,23.85697825761577,17.788502625270652,29.990228821539432
1.0,GSM8K,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,36.062715022673416,29.419224258970367,42.7947490441241
1.0,MATH-500,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,8.573426428383746,3.5758259936081505,14.15315771361505
1.0,MATH-500,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,0.990291414354183,-3.5996226931987785,5.892580639010103
1.0,MATH-500,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,0.2138329698375907,-4.055934790417615,4.817366295390002
1.0,MATH-500,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,12.169942046463401,6.697467720039785,18.345304963330953
1.0,AIME25,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),29,9.524377979808918,0.6111836355743305,19.744473045505174
1.0,AIME25,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),29,-9.605606277158197,-14.649079665853048,-4.2058343505640305
1.0,AIME25,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),29,-10.137206088625227,-15.174341324164264,-5.24067574040723
1.0,AIME25,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),29,6.020304585161784,-2.082941461239085,14.339150070628337
1.0,HumanEval,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,13.995086853082682,8.452992136491133,19.9807209188958
1.0,HumanEval,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,-3.9207188080591537,-7.226430575069676,-0.5538030589658294
1.0,HumanEval,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,-0.949330394409853,-5.175843498043475,3.4213587448836513
1.0,HumanEval,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,10.055327084149512,5.562182268964633,14.9494426501394
1.0,MBPP,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,15.453562925927478,10.605316019636767,20.820899445313025
1.0,MBPP,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,5.993824951145643,2.088604418720541,10.134565358926828
1.0,MBPP,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,5.653725408314747,2.008409314391124,9.57485525966102
1.0,MBPP,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,18.618553269313722,14.284222839248573,23.02762885411942
1.0,LCB,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),49,2.828454718792228,-1.7290954222861532,7.774000840530837
1.0,LCB,DominoTree (16) vs DDTree@16,speedup-over-own-AR (cross harness),49,-15.48825163328228,-19.538423535558746,-11.339899156366851
1.0,LCB,DominoTree (16) vs CaDDTree,speedup-over-own-AR (cross harness),49,-16.55110794923266,-20.041775457507104,-12.908255404666946
1.0,LCB,DominoTree (16) vs DFlash,speedup-over-own-AR (cross harness),49,-2.978183763077169,-7.903726343615547,2.418285828455269
1.0,MT-Bench,DominoTree (16) vs Domino,raw per-prompt TPS (shared lean common AR),99,13.90824780181461,9.306513094962664,19.051322888716005
